len_src,        len_ht,diff_ht,absdiff_ht,nabsdiff_ht,        len_pesmt1,diff_pesmt1,absdiff_pesmt1,nabsdiff_pesmt1,        len_pesmt2,diff_pesmt2,absdiff_pesmt2,nabsdiff_pesmt2,        len_perbmt1,diff_perbmt1,absdiff_perbmt1,nabsdiff_perbmt1,        len_perbmt2,diff_perbmt2,absdiff_perbmt2,nabsdiff_perbmt2,        len_smt1,diff_smt1,absdiff_smt1,nabsdiff_smt1,        len_smt2,diff_smt2,absdiff_smt2,nabsdiff_smt2,        len_rbmt1,diff_rbmt1,absdiff_rbmt1,nabsdiff_rbmt1,        len_rbmt2,diff_rbmt2,absdiff_rbmt2,nabsdiff_rbmt2        
258,295,37,37,0.1434108527131783,283,25,25,0.09689922480620156,290,32,32,0.12403100775193798,301,43,43,0.16666666666666666,302,44,44,0.17054263565891473,289,31,31,0.12015503875968993,288,30,30,0.11627906976744186,296,38,38,0.14728682170542637,281,23,23,0.08914728682170543
206,285,79,79,0.38349514563106796,225,19,19,0.09223300970873786,229,23,23,0.11165048543689321,238,32,32,0.1553398058252427,228,22,22,0.10679611650485436,251,45,45,0.21844660194174756,228,22,22,0.10679611650485436,241,35,35,0.16990291262135923,232,26,26,0.1262135922330097
170,161,-9,9,0.052941176470588235,173,3,3,0.01764705882352941,172,2,2,0.011764705882352941,163,-7,7,0.041176470588235294,177,7,7,0.041176470588235294,172,2,2,0.011764705882352941,174,4,4,0.023529411764705882,166,-4,4,0.023529411764705882,175,5,5,0.029411764705882353
114,114,0,0,0.0,115,1,1,0.008771929824561403,126,12,12,0.10526315789473684,127,13,13,0.11403508771929824,126,12,12,0.10526315789473684,129,15,15,0.13157894736842105,123,9,9,0.07894736842105263,124,10,10,0.08771929824561403,120,6,6,0.05263157894736842
165,149,-16,16,0.09696969696969697,176,11,11,0.06666666666666667,148,-17,17,0.10303030303030303,183,18,18,0.10909090909090909,144,-21,21,0.12727272727272726,198,33,33,0.2,192,27,27,0.16363636363636364,188,23,23,0.1393939393939394,191,26,26,0.15757575757575756
173,234,61,61,0.35260115606936415,210,37,37,0.2138728323699422,206,33,33,0.1907514450867052,216,43,43,0.24855491329479767,202,29,29,0.1676300578034682,201,28,28,0.16184971098265896,194,21,21,0.12138728323699421,215,42,42,0.24277456647398843,200,27,27,0.15606936416184972
56,59,3,3,0.05357142857142857,59,3,3,0.05357142857142857,59,3,3,0.05357142857142857,59,3,3,0.05357142857142857,59,3,3,0.05357142857142857,66,10,10,0.17857142857142858,73,17,17,0.30357142857142855,62,6,6,0.10714285714285714,59,3,3,0.05357142857142857
99,103,4,4,0.04040404040404041,100,1,1,0.010101010101010102,117,18,18,0.18181818181818182,106,7,7,0.0707070707070707,110,11,11,0.1111111111111111,101,2,2,0.020202020202020204,106,7,7,0.0707070707070707,101,2,2,0.020202020202020204,105,6,6,0.06060606060606061
258,277,19,19,0.07364341085271318,294,36,36,0.13953488372093023,302,44,44,0.17054263565891473,285,27,27,0.10465116279069768,300,42,42,0.16279069767441862,305,47,47,0.1821705426356589,313,55,55,0.2131782945736434,277,19,19,0.07364341085271318,289,31,31,0.12015503875968993
84,107,23,23,0.27380952380952384,104,20,20,0.23809523809523808,110,26,26,0.30952380952380953,109,25,25,0.2976190476190476,101,17,17,0.20238095238095238,94,10,10,0.11904761904761904,125,41,41,0.4880952380952381,102,18,18,0.21428571428571427,104,20,20,0.23809523809523808
120,131,11,11,0.09166666666666666,139,19,19,0.15833333333333333,138,18,18,0.15,147,27,27,0.225,176,56,56,0.4666666666666667,132,12,12,0.1,149,29,29,0.24166666666666667,143,23,23,0.19166666666666668,170,50,50,0.4166666666666667
71,77,6,6,0.08450704225352113,96,25,25,0.352112676056338,98,27,27,0.38028169014084506,91,20,20,0.28169014084507044,100,29,29,0.4084507042253521,84,13,13,0.18309859154929578,80,9,9,0.1267605633802817,80,9,9,0.1267605633802817,88,17,17,0.23943661971830985
39,44,5,5,0.1282051282051282,44,5,5,0.1282051282051282,45,6,6,0.15384615384615385,44,5,5,0.1282051282051282,50,11,11,0.28205128205128205,55,16,16,0.41025641025641024,24,-15,15,0.38461538461538464,43,4,4,0.10256410256410256,56,17,17,0.4358974358974359
87,74,-13,13,0.14942528735632185,68,-19,19,0.21839080459770116,79,-8,8,0.09195402298850575,78,-9,9,0.10344827586206896,79,-8,8,0.09195402298850575,81,-6,6,0.06896551724137931,83,-4,4,0.04597701149425287,90,3,3,0.034482758620689655,79,-8,8,0.09195402298850575
32,43,11,11,0.34375,43,11,11,0.34375,38,6,6,0.1875,43,11,11,0.34375,37,5,5,0.15625,33,1,1,0.03125,34,2,2,0.0625,43,11,11,0.34375,38,6,6,0.1875
156,137,-19,19,0.12179487179487179,183,27,27,0.17307692307692307,183,27,27,0.17307692307692307,166,10,10,0.0641025641025641,173,17,17,0.10897435897435898,158,2,2,0.01282051282051282,150,-6,6,0.038461538461538464,175,19,19,0.12179487179487179,163,7,7,0.04487179487179487
46,47,1,1,0.021739130434782608,53,7,7,0.15217391304347827,43,-3,3,0.06521739130434782,46,0,0,0.0,42,-4,4,0.08695652173913043,47,1,1,0.021739130434782608,59,13,13,0.2826086956521739,45,-1,1,0.021739130434782608,42,-4,4,0.08695652173913043
68,83,15,15,0.22058823529411764,81,13,13,0.19117647058823528,76,8,8,0.11764705882352941,72,4,4,0.058823529411764705,72,4,4,0.058823529411764705,76,8,8,0.11764705882352941,71,3,3,0.04411764705882353,70,2,2,0.029411764705882353,59,-9,9,0.1323529411764706
